fund_family,method,method_type,live_rebalance_date,decision_date,estimation_start,estimation_end,estimation_window,periods_per_year,eligible_asset_count,valid_observation_count,solver_success,solver_status,solver_message,objective_value,weight_sum,weight_sum_residual,min_weight,max_weight,covariance_condition,regularisation_jitter,fallback_used,fallback_reason,constraints
Crypto-only,Minimum Variance,optimisation,2023-02-01,2023-01-31,2022-02-01,2023-01-31,365,365,10,365,True,0,Optimization terminated successfully,0.0009246700629655152,1.0,0.0,0.0,0.5595245686943685,127.82233875649285,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-03-01,2023-02-28,2022-03-01,2023-02-28,365,365,10,365,True,0,Optimization terminated successfully,0.0008598362776233047,1.0,0.0,0.0,0.6042529402166208,133.50767542189956,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-04-01,2023-03-31,2022-04-01,2023-03-31,365,365,10,365,True,0,Optimization terminated successfully,0.0009135083276757985,1.0,0.0,0.0,0.648099274348514,131.44208951762738,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-05-01,2023-04-30,2022-05-01,2023-04-30,365,365,10,365,True,0,Optimization terminated successfully,0.0008682824120406552,1.0,0.0,0.0,0.5792892279074346,114.48444183357408,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-06-01,2023-05-31,2022-06-01,2023-05-31,365,365,10,365,True,0,Optimization terminated successfully,0.0006427024930745449,1.0,0.0,0.0,0.6531532615061808,99.40013597221724,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-07-01,2023-06-30,2022-07-01,2023-06-30,365,365,10,365,True,0,Optimization terminated successfully,0.0005258197313927159,1.0,0.0,0.0,0.7243909010120138,96.26318964235216,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-08-01,2023-07-31,2022-08-01,2023-07-31,365,365,10,365,True,0,Optimization terminated successfully,0.0005027382258912324,1.0,0.0,0.0,0.6505838671083306,109.18576797483381,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-09-01,2023-08-31,2022-09-01,2023-08-31,365,365,10,365,True,0,Optimization terminated successfully,0.00047864521448278064,1.0,0.0,0.0,0.6489964582363185,116.93933859068017,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-10-01,2023-09-30,2022-10-01,2023-09-30,365,365,10,365,True,0,Optimization terminated successfully,0.0004507943862291449,1.0,0.0,0.0,0.5719313092421259,138.34051805669276,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-11-01,2023-10-31,2022-11-01,2023-10-31,365,365,10,365,True,0,Optimization terminated successfully,0.00045905774317135504,1.0,0.0,0.0,0.6022337931360492,134.18717726695678,0.0,False,,long_only; fully_invested; no_leverage
Crypto-only,Minimum Variance,optimisation,2023-12-01,2023-11-30,2022-12-01,2023-11-30,365,365,10,365,True,0,Optimization terminated successfully,0.00039681455163441154,1.0,0.0,0.0,0.5013440626061869,107.9915874776337,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-05-03,2021-04-30,2020-05-01,2021-04-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-06-01,2021-05-28,2020-06-01,2021-05-28,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-07-01,2021-06-30,2020-07-01,2021-06-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-08-02,2021-07-30,2020-07-31,2021-07-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-09-01,2021-08-31,2020-09-01,2021-08-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-10-01,2021-09-30,2020-10-01,2021-09-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-11-01,2021-10-29,2020-10-30,2021-10-29,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2021-12-01,2021-11-30,2020-12-01,2021-11-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-01-03,2021-12-31,2021-01-04,2021-12-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-02-01,2022-01-31,2021-02-02,2022-01-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-03-01,2022-02-28,2021-03-02,2022-02-28,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-04-01,2022-03-31,2021-04-05,2022-03-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-05-02,2022-04-29,2021-05-03,2022-04-29,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-06-01,2022-05-31,2021-06-02,2022-05-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-07-01,2022-06-30,2021-07-01,2022-06-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-08-01,2022-07-29,2021-07-30,2022-07-29,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-09-01,2022-08-31,2021-09-01,2022-08-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-10-03,2022-09-30,2021-10-01,2022-09-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-11-01,2022-10-31,2021-11-01,2022-10-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2022-12-01,2022-11-30,2021-12-01,2022-11-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-01-03,2022-12-30,2021-12-31,2022-12-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-02-01,2023-01-31,2022-01-31,2023-01-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-03-01,2023-02-28,2022-02-28,2023-02-28,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-04-03,2023-03-31,2022-03-31,2023-03-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-05-01,2023-04-28,2022-04-28,2023-04-28,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-06-01,2023-05-31,2022-05-31,2023-05-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-07-03,2023-06-30,2022-06-30,2023-06-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-08-01,2023-07-31,2022-07-29,2023-07-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-09-01,2023-08-31,2022-08-31,2023-08-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-10-02,2023-09-29,2022-09-29,2023-09-29,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-11-01,2023-10-31,2022-10-31,2023-10-31,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Equal Weight,benchmark,2023-12-01,2023-11-30,2022-11-30,2023-11-30,252,252,50,252,True,benchmark,Equal Weight benchmark,,1.0,0.0,0.02,0.02,,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,252,50,252,True,0,Optimization terminated successfully,-0.1172712991856404,0.9999999999999999,-1.1102230246251565e-16,0.0,0.2911680597950627,708.2402856669546,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,252,50,252,True,0,Optimization terminated successfully,-0.10873902313621113,0.9999999999999999,-1.1102230246251565e-16,0.0,0.2555560894379754,661.1468383883407,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,252,50,252,True,0,Optimization terminated successfully,-0.13254952491936714,1.0,0.0,0.0,0.32971551685823386,663.0317180134276,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252,252,50,252,True,0,Optimization terminated successfully,-0.20347164263426792,1.0,0.0,0.0,0.1753511408816611,384.10656775882586,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-05-03,2021-04-30,2020-05-01,2021-04-30,252,252,50,252,True,0,Optimization terminated successfully,-0.22989794666848648,1.0,0.0,0.0,0.19996925523805467,349.6342331587687,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-06-01,2021-05-28,2020-06-01,2021-05-28,252,252,50,252,True,0,Optimization terminated successfully,-0.24042516384522383,1.0,0.0,0.0,0.2100793135515519,338.3569609822231,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-07-01,2021-06-30,2020-07-01,2021-06-30,252,252,50,252,True,0,Optimization terminated successfully,-0.27433283971009564,1.0,0.0,0.0,0.33750173587520127,284.1973126090401,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-08-02,2021-07-30,2020-07-31,2021-07-30,252,252,50,252,True,0,Optimization terminated successfully,-0.2707079338321866,1.0,0.0,0.0,0.3885660789498042,291.6771564436484,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-09-01,2021-08-31,2020-09-01,2021-08-31,252,252,50,252,True,0,Optimization terminated successfully,-0.2654725817496716,1.0,0.0,0.0,0.3934647849352765,314.34054638641004,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-10-01,2021-09-30,2020-10-01,2021-09-30,252,252,50,252,True,0,Optimization terminated successfully,-0.2402496349495542,1.0,0.0,0.0,0.43688655280514427,344.88471341317205,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-11-01,2021-10-29,2020-10-30,2021-10-29,252,252,50,252,True,0,Optimization terminated successfully,-0.30052839538687215,0.9999999999999999,-1.1102230246251565e-16,0.0,0.33776466907230873,315.90193579274955,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2021-12-01,2021-11-30,2020-12-01,2021-11-30,252,252,50,252,True,0,Optimization terminated successfully,-0.26049115004817525,0.9999999999999999,-1.1102230246251565e-16,0.0,0.3728161038642195,268.8563391421107,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-01-03,2021-12-31,2021-01-04,2021-12-31,252,252,50,252,True,0,Optimization terminated successfully,-0.27697834723487863,1.0000000000000002,2.220446049250313e-16,0.0,0.36698936961894196,290.93379288245063,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-02-01,2022-01-31,2021-02-02,2022-01-31,252,252,50,252,True,0,Optimization terminated successfully,-0.2598218113073296,0.9999999999999998,-2.220446049250313e-16,0.0,0.4040783903051242,318.97193912360746,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-03-01,2022-02-28,2021-03-02,2022-02-28,252,252,50,252,True,0,Optimization terminated successfully,-0.2361323295416111,1.0,0.0,0.0,0.4011288399561348,276.31723264519593,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-04-01,2022-03-31,2021-04-05,2022-03-31,252,252,50,252,True,0,Optimization terminated successfully,-0.25233407372026945,0.9999999999999998,-2.220446049250313e-16,0.0,0.3204479843938092,311.33534815324646,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-05-02,2022-04-29,2021-05-03,2022-04-29,252,252,50,252,True,0,Optimization terminated successfully,-0.18293679980598423,1.0,0.0,0.0,0.22374037750780912,314.1962107016654,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-06-01,2022-05-31,2021-06-02,2022-05-31,252,252,50,252,True,0,Optimization terminated successfully,-0.17238185776483433,0.9999999999999999,-1.1102230246251565e-16,0.0,0.25413926551659755,429.5010735574554,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-07-01,2022-06-30,2021-07-01,2022-06-30,252,252,50,252,True,0,Optimization terminated successfully,-0.13967648742498456,1.0,0.0,0.0,0.46793314265378433,510.53631347218675,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-08-01,2022-07-29,2021-07-30,2022-07-29,252,252,50,252,True,0,Optimization terminated successfully,-0.14666909281404122,1.0,0.0,0.0,0.30248444701939425,519.2829925502882,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-09-01,2022-08-31,2021-09-01,2022-08-31,252,252,50,252,True,0,Optimization terminated successfully,-0.14751053971150332,1.0,0.0,0.0,0.3373350687389995,557.7048805106274,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-10-03,2022-09-30,2021-10-01,2022-09-30,252,252,50,252,True,0,Optimization terminated successfully,-0.1260665245758203,1.0,0.0,0.0,0.5352616127312207,617.4379094289001,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-11-01,2022-10-31,2021-11-01,2022-10-31,252,252,50,252,True,0,Optimization terminated successfully,-0.15219323252017752,1.0,0.0,0.0,0.38945537626868215,648.5504889732082,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2022-12-01,2022-11-30,2021-12-01,2022-11-30,252,252,50,252,True,0,Optimization terminated successfully,-0.1949696359967577,1.0,0.0,0.0,0.388185998346298,701.6204758532213,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-01-03,2022-12-30,2021-12-31,2022-12-30,252,252,50,252,True,0,Optimization terminated successfully,-0.16919270530343047,0.9999999999999999,-1.1102230246251565e-16,0.0,0.6416439852954117,713.8266981750053,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-02-01,2023-01-31,2022-01-31,2023-01-31,252,252,50,252,True,0,Optimization terminated successfully,-0.1409887406984794,0.9999999999999999,-1.1102230246251565e-16,0.0,0.49579622115146665,662.3867216688507,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-03-01,2023-02-28,2022-02-28,2023-02-28,252,252,50,252,True,0,Optimization terminated successfully,-0.13833083119221065,1.0,0.0,0.0,0.6036514032129839,719.7933267404101,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-04-03,2023-03-31,2022-03-31,2023-03-31,252,252,50,252,True,0,Optimization terminated successfully,-0.12005720538332873,1.0,0.0,0.0,0.4027997679021986,710.8831318567103,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-05-01,2023-04-28,2022-04-28,2023-04-28,252,252,50,252,True,0,Optimization terminated successfully,-0.1474469263046453,1.0,0.0,0.0,0.47120667952866874,714.6541261906157,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-06-01,2023-05-31,2022-05-31,2023-05-31,252,252,50,252,True,0,Optimization terminated successfully,-0.1341006567941899,1.0,0.0,0.0,0.4170029622377707,609.9355530399254,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-07-03,2023-06-30,2022-06-30,2023-06-30,252,252,50,252,True,0,Optimization terminated successfully,-0.20596556626389298,0.9999999999999999,-1.1102230246251565e-16,0.0,0.4878985744699272,550.9166650782968,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-08-01,2023-07-31,2022-07-29,2023-07-31,252,252,50,252,True,0,Optimization terminated successfully,-0.18591601717250358,1.0000000000000002,2.220446049250313e-16,0.0,0.4710466129000935,534.1663366335946,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-09-01,2023-08-31,2022-08-31,2023-08-31,252,252,50,252,True,0,Optimization terminated successfully,-0.2008407195856057,0.9999999999999999,-1.1102230246251565e-16,0.0,0.3992430354450019,472.57291679698193,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-10-02,2023-09-29,2022-09-29,2023-09-29,252,252,50,252,True,0,Optimization terminated successfully,-0.22601665904258478,1.0,0.0,0.0,0.4940174388638416,412.376308497461,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-11-01,2023-10-31,2022-10-31,2023-10-31,252,252,50,252,True,0,Optimization terminated successfully,-0.18143247499829357,1.0,0.0,0.0,0.5159326884107159,341.81320217527536,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Maximum Sharpe,optimisation,2023-12-01,2023-11-30,2022-11-30,2023-11-30,252,252,50,252,True,0,Optimization terminated successfully,-0.19792540906675246,0.9999999999999999,-1.1102230246251565e-16,0.0,0.5038038762734427,285.3081171523114,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-01-04,2020-12-31,2020-01-03,2020-12-31,252,252,50,252,True,0,Optimization terminated successfully,0.00023296501334289625,1.0,0.0,0.0,0.23100952426834567,708.2402856669546,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-02-01,2021-01-29,2020-01-31,2021-01-29,252,252,50,252,True,0,Optimization terminated successfully,0.00023597936489705554,1.0,0.0,0.0,0.22797880654865282,661.1468383883407,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-03-01,2021-02-26,2020-02-28,2021-02-26,252,252,50,252,True,0,Optimization terminated successfully,0.00022944485693063318,1.0000000000000002,2.220446049250313e-16,0.0,0.20945911184682892,663.0317180134276,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-04-01,2021-03-31,2020-04-01,2021-03-31,252,252,50,252,True,0,Optimization terminated successfully,8.383227355468942e-05,1.0,0.0,0.0,0.23151351149809488,384.10656775882586,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-05-03,2021-04-30,2020-05-01,2021-04-30,252,252,50,252,True,0,Optimization terminated successfully,5.632061313633608e-05,1.0,0.0,0.0,0.20415450483604153,349.6342331587687,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-06-01,2021-05-28,2020-06-01,2021-05-28,252,252,50,252,True,0,Optimization terminated successfully,5.159224991426402e-05,1.0,0.0,0.0,0.17445960305639774,338.3569609822231,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-07-01,2021-06-30,2020-07-01,2021-06-30,252,252,50,252,True,0,Optimization terminated successfully,4.158807857962746e-05,1.0,0.0,0.0,0.16414272448963485,284.1973126090401,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-08-02,2021-07-30,2020-07-31,2021-07-30,252,252,50,252,True,0,Optimization terminated successfully,4.078971194221252e-05,1.0000000000000002,2.220446049250313e-16,0.0,0.1650142640161479,291.6771564436484,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-09-01,2021-08-31,2020-09-01,2021-08-31,252,252,50,252,True,0,Optimization terminated successfully,4.013436734838313e-05,1.0,0.0,0.0,0.16376399754283108,314.34054638641004,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-10-01,2021-09-30,2020-10-01,2021-09-30,252,252,50,252,True,0,Optimization terminated successfully,3.519451014159854e-05,1.0,0.0,0.0,0.14657560842180098,344.88471341317205,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-11-01,2021-10-29,2020-10-30,2021-10-29,252,252,50,252,True,0,Optimization terminated successfully,3.3402802506598144e-05,1.0,0.0,0.0,0.11079434354646295,315.90193579274955,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2021-12-01,2021-11-30,2020-12-01,2021-11-30,252,252,50,252,True,0,Optimization terminated successfully,3.2342029039448394e-05,1.0,0.0,0.0,0.12738833678118874,268.8563391421107,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-01-03,2021-12-31,2021-01-04,2021-12-31,252,252,50,252,True,0,Optimization terminated successfully,3.512693810287129e-05,1.0,0.0,0.0,0.11556999285101087,290.93379288245063,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-02-01,2022-01-31,2021-02-02,2022-01-31,252,252,50,252,True,0,Optimization terminated successfully,3.5043796715937035e-05,1.0,0.0,0.0,0.10647296763575145,318.97193912360746,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-03-01,2022-02-28,2021-03-02,2022-02-28,252,252,50,252,True,0,Optimization terminated successfully,3.491681224188489e-05,1.0,0.0,0.0,0.14062634918714625,276.31723264519593,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-04-01,2022-03-31,2021-04-05,2022-03-31,252,252,50,252,True,0,Optimization terminated successfully,3.429058702299214e-05,1.0,0.0,0.0,0.14212967308333918,311.33534815324646,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-05-02,2022-04-29,2021-05-03,2022-04-29,252,252,50,252,True,0,Optimization terminated successfully,4.116963574493763e-05,0.9999999999999999,-1.1102230246251565e-16,0.0,0.12965435591204752,314.1962107016654,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-06-01,2022-05-31,2021-06-02,2022-05-31,252,252,50,252,True,0,Optimization terminated successfully,4.607355055226723e-05,1.0,0.0,0.0,0.16988193533358922,429.5010735574554,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-07-01,2022-06-30,2021-07-01,2022-06-30,252,252,50,252,True,0,Optimization terminated successfully,5.4590949853925986e-05,1.0,0.0,0.0,0.17735315368695032,510.53631347218675,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-08-01,2022-07-29,2021-07-30,2022-07-29,252,252,50,252,True,0,Optimization terminated successfully,5.653273771648652e-05,1.0,0.0,0.0,0.17085150494314524,519.2829925502882,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-09-01,2022-08-31,2021-09-01,2022-08-31,252,252,50,252,True,0,Optimization terminated successfully,5.9461490218122455e-05,1.0,0.0,0.0,0.14139401042779132,557.7048805106274,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-10-03,2022-09-30,2021-10-01,2022-09-30,252,252,50,252,True,0,Optimization terminated successfully,6.856412376765252e-05,1.0,0.0,0.0,0.16430495264918485,617.4379094289001,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-11-01,2022-10-31,2021-11-01,2022-10-31,252,252,50,252,True,0,Optimization terminated successfully,7.892481570423553e-05,1.0,0.0,0.0,0.17595121958692905,648.5504889732082,0.0,False,,long_only; fully_invested; no_leverage
Equity-only,Minimum Variance,optimisation,2022-12-01,2022-11-30,2021-12-01,2022-11-30,252,252,50,252,True,0,Optimization terminated successfully,7.887539862600882e-05,1.0,0.0,0.0,0.2393028183973622,701.6204758532213,0.0,False,,long_only; fully_invested; no_leverage
