live_rebalance_date,signal_cutoff_date,sector,z_star,standard_tilt,placebo_tilt,confidence_tilt,b63,a21,confidence,c_match,confidence_minus_placebo_tilt,selective_deviation,standard_multiplier,placebo_multiplier,confidence_multiplier,confidence_group
2021-01-04,2020-12-31,Comm,-0.9735042446184904,-0.09735042446184905,-0.06154846022365285,-0.0590437092663735,0.6730158730158731,0.9011777832176718,0.6065069525147506,0.6322361773345248,0.002504750957279353,0.002504750957279353,0.902649575538151,0.9384515397763471,0.9409562907336265,C < C_match
2021-01-04,2020-12-31,Consumer,0.6389687627844215,0.06389687627844215,0.04039791680189934,0.048898048253336206,0.907936507936508,0.842861890816971,0.765265081821123,0.6322361773345248,0.008500131451436868,0.008500131451436868,1.0638968762784422,1.0403979168018993,1.048898048253336,C > C_match
2021-01-04,2020-12-31,Energy,-1.1170935263312745,-0.11170935263312745,-0.07062669408128293,-0.06992286915340423,0.7142857142857143,0.8763099463682328,0.6259356759773091,0.6322361773345248,0.0007038249278786962,0.0007038249278786962,0.8882906473668726,0.929373305918717,0.9300771308465958,C < C_match
2021-01-04,2020-12-31,Financials,-0.4206244139211191,-0.04206244139211191,-0.02659339715510632,-0.028658068393953802,0.8380952380952381,0.8129410709452839,0.6813220404112855,0.6322361773345248,-0.0020646712388474805,0.0020646712388474805,0.9579375586078881,0.9734066028448937,0.9713419316060462,C > C_match
2021-01-04,2020-12-31,Healthcare,0.8701960269486025,0.08701960269486025,0.055016940960967556,0.053111263660084514,0.7396825396825397,0.82513340809902,0.6103367748795926,0.6322361773345248,-0.0019056773008830422,0.0019056773008830422,1.0870196026948602,1.0550169409609675,1.0531112636600846,C < C_match
2021-01-04,2020-12-31,Industrials,-0.2816122616930814,-0.02816122616930814,-0.01780454598233636,-0.019715977523024696,0.819047619047619,0.8547863959323112,0.7001107623826549,0.6322361773345248,-0.001911431540688336,0.001911431540688336,0.9718387738306918,0.9821954540176636,0.9802840224769753,C > C_match
2021-01-04,2020-12-31,Materials,-0.5358675250854837,-0.05358675250854838,-0.033879483561775885,-0.015876692439722305,0.3142857142857143,0.9427096494377982,0.2962801755375937,0.6322361773345248,0.01800279112205358,0.01800279112205358,0.9464132474914516,0.9661205164382242,0.9841233075602777,C < C_match
2021-01-04,2020-12-31,RealEstate,-0.9290782766896106,-0.09290782766896107,-0.05873968980987873,-0.02629088290948274,0.2952380952380952,0.9584742957364324,0.2829781254078991,0.6322361773345248,0.03244880690039599,0.03244880690039599,0.9070921723310389,0.9412603101901212,0.9737091170905172,C < C_match
2021-01-04,2020-12-31,Tech,0.5214141098571416,0.05214141098571417,0.03296568636243632,0.030358751754562888,0.6825396825396826,0.8530475214802768,0.5822387845024112,0.6322361773345248,-0.0026069346078734304,0.0026069346078734304,1.0521414109857141,1.0329656863624364,1.030358751754563,C < C_match
2021-01-04,2020-12-31,Utilities,2.0,0.2,0.12644723546690495,0.07391495339649919,0.4063492063492063,0.909500403120986,0.3695747669824959,0.6322361773345248,-0.052532282070405764,0.052532282070405764,1.2,1.1264472354669048,1.0739149533964991,C < C_match
2021-02-01,2021-01-29,Comm,-1.3312127600493553,-0.13312127600493553,-0.08416408666325463,-0.08303382427121966,0.7015873015873015,0.8890493093060471,0.6237457058940837,0.6322361773345248,0.001130262392034967,0.001130262392034967,0.8668787239950645,0.9158359133367454,0.9169661757287804,C < C_match
2021-02-01,2021-01-29,Consumer,0.1497466309621143,0.01497466309621143,0.009467523752821094,0.011975360123780247,0.9174603174603174,0.8716542121004491,0.799708150149301,0.6322361773345248,0.0025078363709591534,0.0025078363709591534,1.0149746630962115,1.009467523752821,1.0119753601237802,C > C_match
2021-02-01,2021-01-29,Energy,-1.239917701170751,-0.1239917701170751,-0.07839208275976071,-0.080006337768117,0.7365079365079366,0.8761008469505646,0.6452552269604158,0.6322361773345248,-0.0016142550083562829,0.0016142550083562829,0.8760082298829249,0.9216079172402393,0.919993662231883,C > C_match
2021-02-01,2021-01-29,Financials,0.5077519231367645,0.05077519231367646,0.03210191349182415,0.0365402840383717,0.8285714285714286,0.868541127968368,0.7196483631737907,0.6322361773345248,0.004438370546547554,0.004438370546547554,1.0507751923136766,1.0321019134918241,1.0365402840383717,C > C_match
2021-02-01,2021-01-29,Healthcare,0.5772912908930903,0.05772912908930903,0.03649844389627605,0.03609892618839447,0.7301587301587301,0.8564105239889542,0.6253156206903475,0.6322361773345248,-0.00039951770788158175,0.00039951770788158175,1.057729129089309,1.036498443896276,1.0360989261883944,C < C_match
2021-02-01,2021-01-29,Industrials,0.0565734739485346,0.00565734739485346,0.003576779690775584,0.0039405797833360345,0.834920634920635,0.8342612702980342,0.6965419494869302,0.6322361773345248,0.0003638000925604507,0.0003638000925604507,1.0056573473948534,1.0035767796907755,1.003940579783336,C > C_match
2021-02-01,2021-01-29,Materials,-1.0313016540465194,-0.10313016540465195,-0.0652026215433144,-0.03666719311110406,0.3777777777777777,0.941142842910894,0.3555428517663377,0.6322361773345248,0.02853542843221034,0.02853542843221034,0.8968698345953481,0.9347973784566856,0.963332806888896,C < C_match
2021-02-01,2021-01-29,RealEstate,-0.3180742247993337,-0.03180742247993337,-0.020109803199577305,-0.0108034335628021,0.3619047619047619,0.9385102725049264,0.3396513367160686,0.6322361773345248,0.009306369636775206,0.009306369636775206,0.9681925775200666,0.9798901968004227,0.9891965664371979,C < C_match
